,parametrizacao,metodo,ensaio,ambiente,sdr,sir,sar,pesq8,pesq16
0,1,ICA_kurt,longe90,estudio,-1.1690141903405902,1.978190144803792,-1.166216557305385,-0.1818124999999999,-0.1921875
1,2,ICA_negen,longe90,estudio,-1.1815892488021176,1.641788448154418,-1.1787784448702563,-0.1647499999999999,-0.1834687499999999
2,3,ICA_ML,longe90,estudio,-1.1838151706747595,1.338695879094403,-1.1790459575233123,-0.1781874999999999,-0.18275
3,4,FDICAnat,longe90,estudio,0.089377801134508,3.725927193265603,0.074231207181688,-0.072,-0.06459375
4,5,FDICAnat,longe90,estudio,0.0180723358149474,6.522624411581161,0.0010239445275849,-0.0827812499999999,-0.09378125
5,6,FDICAnat,longe90,estudio,0.3925175790792468,3.7416808601504954,0.3764892411012503,-0.0745312499999999,-0.0871875
6,7,FDICAnat,longe90,estudio,0.4713334893847702,5.969488216146184,0.4551611277191596,-0.0768749999999999,-0.0768125
7,8,FDICAnat,longe90,estudio,-0.0917273186948671,5.602508279338505,-0.1079269065057801,-0.1115624999999999,-0.1114999999999999
8,9,FDICAnat,longe90,estudio,-6.28152970840594,23.31329605815832,-6.30647448175334,-0.5225312499999999,-0.59046875
9,10,FDICAnat,longe90,estudio,-0.3448745153813137,6.699812049448591,-0.3620225216131772,-0.10825,-0.11484375
10,11,fastFDICA,longe90,estudio,-0.1451254322669747,6.6045522822980605,-0.1577698626992608,-0.09153125,-0.11471875
11,12,fastFDICA,longe90,estudio,-0.1291230628889431,6.074407563823977,-0.1431044529729565,-0.08625,-0.0960625
12,13,fastFDICA,longe90,estudio,-0.1349628986880291,4.096399463886225,-0.1496031330534965,-0.1035625,-0.1105937499999999
13,14,fastFDICA,longe90,estudio,0.0286192635306519,2.4140135759296766,0.0156626758411464,-0.0762499999999999,-0.1100624999999999
14,15,fastFDICA,longe90,estudio,-0.5836260905050421,3.141601430737864,-0.598478737960628,-0.1704999999999999,-0.18415625
15,16,fastFDICA,longe90,estudio,-6.809572971143241,21.31892690965099,-6.834518940323426,-0.4261874999999999,-0.5364687499999999
16,17,fastFDICA,longe90,estudio,-0.5674376054497082,9.171475573576537,-0.5859925425959145,-0.0253124999999999,-0.03334375
17,18,FDICAaux,longe90,estudio,0.0966308416993738,6.36337246631016,0.0827375975970003,-0.0743124999999999,-0.07896875
