,parametrizacao,metodo,ensaio,ambiente,sdr,sir,sar,pesq8,pesq16
0,1,ICA_kurt,longe90,estudio,-1.1690141903405902,1.9781901448037922,-1.1662165573053853,-0.18181249999999993,-0.1921875
1,2,ICA_negen,longe90,estudio,-1.1815892488021176,1.641788448154418,-1.1787784448702563,-0.16474999999999992,-0.18346874999999999
2,3,ICA_ML,longe90,estudio,-1.1838151706747595,1.338695879094403,-1.1790459575233125,-0.17818749999999994,-0.18275
3,4,FDICAnat,longe90,estudio,0.08937780113450801,3.725927193265603,0.074231207181688,-0.07200000000000004,-0.06459375
4,5,FDICAnat,longe90,estudio,0.018072335814947424,6.522624411581161,0.0010239445275849884,-0.08278124999999997,-0.09378125000000004
5,6,FDICAnat,longe90,estudio,0.39251757907924684,3.7416808601504945,0.3764892411012503,-0.07453124999999997,-0.08718750000000003
6,7,FDICAnat,longe90,estudio,0.47133348938477027,5.969488216146184,0.4551611277191596,-0.07687499999999994,-0.0768125
7,8,FDICAnat,longe90,estudio,-0.09172731869486712,5.602508279338505,-0.10792690650578013,-0.11156249999999997,-0.11149999999999996
8,9,FDICAnat,longe90,estudio,-6.28152970840594,23.313296058158322,-6.30647448175334,-0.5225312499999999,-0.59046875
9,10,FDICAnat,longe90,estudio,-0.3448745153813137,6.699812049448591,-0.3620225216131772,-0.10825,-0.11484375000000002
10,11,fastFDICA,longe90,estudio,-0.14512543226697472,6.6045522822980605,-0.1577698626992608,-0.09153125000000001,-0.11471875000000004
11,12,fastFDICA,longe90,estudio,-0.12912306288894315,6.074407563823977,-0.1431044529729565,-0.08625000000000002,-0.0960625
12,13,fastFDICA,longe90,estudio,-0.13496289868802913,4.096399463886225,-0.1496031330534965,-0.1035625,-0.11059374999999999
13,14,fastFDICA,longe90,estudio,0.028619263530651987,2.4140135759296766,0.015662675841146445,-0.07624999999999997,-0.11006249999999995
14,15,fastFDICA,longe90,estudio,-0.5836260905050421,3.1416014307378637,-0.598478737960628,-0.17049999999999996,-0.18415625
15,16,fastFDICA,longe90,estudio,-6.809572971143241,21.31892690965099,-6.834518940323426,-0.42618749999999994,-0.5364687499999999
16,17,fastFDICA,longe90,estudio,-0.5674376054497082,9.171475573576537,-0.5859925425959145,-0.025312499999999967,-0.03334375
